"Data","Último","Abertura","Máxima","Mínima","Vol.","Var"
"12.07.2009","322,25","348,50","369,00","316,00","187,73","-6,73"
"05.07.2009","345,50","344,25","358,75","335,00","31,02","-0,07"
"28.06.2009","345,75","383,00","384,50","337,75","181,47","-10,02"
"21.06.2009","384,25","396,00","399,00","379,75","498,33","-3,76"
"14.06.2009","399,25","422,50","424,75","397,75","528,86","-6,17"
"07.06.2009","425,50","443,00","449,75","420,75","723,40","-4,17"
"31.05.2009","444,00","434,25","450,00","430,00","586,05","1,78"
"24.05.2009","436,25","426,25","437,00","421,75","526,97","1,39"
"17.05.2009","430,25","413,25","434,75","406,25","522,64","3,12"
"10.05.2009","417,25","408,75","431,00","407,25","111,33","0,79"
"03.05.2009","414,00","400,00","414,25","390,00","35,19","1,91"
"26.04.2009","406,25","375,00","408,00","362,00","265,52","7,76"
"19.04.2009","377,00","374,75","386,25","360,50","404,14","0,20"
"12.04.2009","376,25","390,00","399,00","376,00","488,18","-3,59"
"05.04.2009","390,25","404,50","407,25","389,25","447,00","-3,52"
"29.03.2009","404,50","387,75","407,50","376,75","602,11","4,52"
"22.03.2009","387,00","395,75","403,75","384,50","347,51","-2,40"
"15.03.2009","396,50","384,50","402,50","381,50","429,21","5,73"
"08.03.2009","375,00","355,25","380,50","354,00","24,16","6,31"
"01.03.2009","352,75","350,00","357,00","337,25","89,03","0,57"
"22.02.2009","350,75","350,00","372,00","345,25","434,56","0,14"
"15.02.2009","350,25","362,75","365,50","342,00","487,87","-3,58"
"08.02.2009","363,25","375,00","383,00","363,00","588,42","-3,71"
"01.02.2009","377,25","378,00","380,75","355,75","596,11","-0,46"
"25.01.2009","379,00","393,75","402,50","372,50","462,15","-2,94"
"18.01.2009","390,50","389,00","407,00","376,25","447,99","-0,13"
"11.01.2009","391,00","411,00","415,00","358,75","519,37","-4,81"
"04.01.2009","410,75","412,25","429,00","402,00","558,07","-0,36"
