"Data","Último","Abertura","Máxima","Mínima","Var%"
"30.12.2018","3,7155","3,8784","3,8969","3,7088","-4,27"
"23.12.2018","3,8813","3,9043","3,9461","3,8298","-0,58"
"16.12.2018","3,9040","3,9173","3,9285","3,8324","-0,33"
"09.12.2018","3,9171","3,9075","3,9454","3,8362","0,25"
"02.12.2018","3,9075","3,8663","3,9432","3,8147","1,05"
"25.11.2018","3,8669","3,8179","3,9447","3,8166","1,01"
"18.11.2018","3,8283","3,7466","3,8306","3,7420","2,27"
"11.11.2018","3,7435","3,7487","3,8313","3,7296","0,27"
"04.11.2018","3,7335","3,6967","3,7874","3,6909","0,99"
"28.10.2018","3,6968","3,6431","3,7445","3,5814","1,48"
"21.10.2018","3,6429","3,6943","3,7463","3,6395","-1,94"
"14.10.2018","3,7149","3,7569","3,7652","3,6648","-1,80"
"07.10.2018","3,7830","3,7276","3,7914","3,7008","-1,52"
"30.09.2018","3,8413","4,0502","4,0635","3,8220","-5,13"
"23.09.2018","4,0491","4,0656","4,1427","3,9676","-0,06"
"16.09.2018","4,0516","4,1741","4,2038","4,0278","-2,94"
"09.09.2018","4,1742","4,0670","4,2105","4,0514","2,82"
"02.09.2018","4,0597","4,0918","4,1908","4,0357","0,10"
"26.08.2018","4,0556","4,1063","4,2159","4,0478","-1,13"
"19.08.2018","4,1020","3,9139","4,1326","3,9139","4,87"
"12.08.2018","3,9116","3,8590","3,9537","3,8588","1,35"
"05.08.2018","3,8596","3,7054","3,8746","3,6909","4,09"
"29.07.2018","3,7080","3,7146","3,7825","3,6963","-0,09"
"22.07.2018","3,7114","3,7673","3,8040","3,6892","-1,50"
"15.07.2018","3,7681","3,8516","3,8927","3,7584","-2,17"
"08.07.2018","3,8518","3,8643","3,9021","3,7931","-0,28"
"01.07.2018","3,8628","3,8782","3,9529","3,8594","-0,37"
"24.06.2018","3,8771","3,7880","3,8801","3,7610","2,41"
"17.06.2018","3,7860","3,7308","3,8041","3,7064","1,51"
"10.06.2018","3,7296","3,7094","3,8155","3,6677","0,54"
"03.06.2018","3,7094","3,7660","3,9674","3,6928","-1,43"
"27.05.2018","3,7633","3,6515","3,7706","3,6513","3,04"
"20.05.2018","3,6524","3,7378","3,7388","3,6166","-2,26"
"13.05.2018","3,7370","3,5991","3,7772","3,5728","3,81"
"06.05.2018","3,5999","3,5314","3,6130","3,5314","1,97"
"29.04.2018","3,5303","3,4575","3,5680","3,4575","2,13"
"22.04.2018","3,4568","3,4145","3,5162","3,4145","1,28"
"15.04.2018","3,4130","3,4253","3,4364","3,3733","-0,27"
"08.04.2018","3,4223","3,3689","3,4360","3,3632","1,56"
"01.04.2018","3,3697","3,3053","3,3807","3,2961","1,95"
"25.03.2018","3,3051","3,3138","3,3464","3,2922","-0,22"
"18.03.2018","3,3123","3,2784","3,3190","3,2630","0,95"
"11.03.2018","3,2811","3,2551","3,2997","3,2370","0,79"
"04.03.2018","3,2553","3,2528","3,2708","3,2055","0,08"
"25.02.2018","3,2528","3,2379","3,2716","3,2218","0,46"
"18.02.2018","3,2379","3,2305","3,2738","3,2219","0,21"
"11.02.2018","3,2312","3,2951","3,2971","3,1978","-1,91"
"04.02.2018","3,2942","3,2184","3,3188","3,2132","2,36"
"28.01.2018","3,2181","3,1530","3,2234","3,1454","2,13"
"21.01.2018","3,1510","3,1961","3,2441","3,1195","-1,41"
"14.01.2018","3,1962","3,2054","3,2386","3,1912","-0,32"
"07.01.2018","3,2064","3,2289","3,2556","3,1989","-0,71"
"31.12.2017","3,2292","3,3136","3,3136","3,2214","-2,51"
"24.12.2017","3,3125","3,3378","3,3378","3,2919","-0,73"
"17.12.2017","3,3370","3,2947","3,3401","3,2780","1,28"
"10.12.2017","3,2947","3,2912","3,3476","3,2726","0,09"
"03.12.2017","3,2919","3,2581","3,3182","3,2195","1,04"
"26.11.2017","3,2581","3,2330","3,2883","3,2002","0,78"
"19.11.2017","3,2330","3,2574","3,2657","3,2183","-0,75"
"12.11.2017","3,2574","3,2821","3,3176","3,2546","-0,63"
"05.11.2017","3,2779","3,3144","3,3144","3,2359","-1,10"
"29.10.2017","3,3144","3,2366","3,3350","3,2343","2,41"
"22.10.2017","3,2363","3,1930","3,3030","3,1894","1,37"
"15.10.2017","3,1926","3,1452","3,1980","3,1439","1,51"
"08.10.2017","3,1452","3,1562","3,1900","3,1437","-0,35"
"01.10.2017","3,1561","3,1641","3,1787","3,1221","-0,18"
"24.09.2017","3,1619","3,1324","3,2005","3,1258","1,18"
"17.09.2017","3,1250","3,1107","3,1473","3,1079","0,53"
"10.09.2017","3,1085","3,0903","3,1505","3,0790","0,71"
"03.09.2017","3,0867","3,1402","3,1448","3,0819","-1,75"
"27.08.2017","3,1416","3,1593","3,1766","3,1223","-0,59"
"20.08.2017","3,1603","3,1492","3,1909","3,1330","0,44"
"13.08.2017","3,1465","3,1763","3,2060","3,1404","-1,48"
"06.08.2017","3,1938","3,1311","3,2210","3,1189","2,00"
"30.07.2017","3,1313","3,1328","3,1446","3,1077","-0,02"
"23.07.2017","3,1319","3,1393","3,1773","3,1283","-0,32"
"16.07.2017","3,1418","3,1806","3,1875","3,1099","-1,20"
"09.07.2017","3,1799","3,2802","3,2814","3,1782","-3,09"
"02.07.2017","3,2813","3,3194","3,3317","3,2679","-0,78"
"25.06.2017","3,3072","3,3453","3,3453","3,2708","-1,07"
"18.06.2017","3,3430","3,2901","3,3488","3,2801","1,51"
"11.06.2017","3,2933","3,2967","3,3340","3,2641","-0,12"
"04.06.2017","3,2971","3,2471","3,3026","3,2471","1,50"
"28.05.2017","3,2483","3,2670","3,2774","3,2151","-0,36"
"21.05.2017","3,2601","3,2533","3,3190","3,2470","0,22"
"14.05.2017","3,2529","3,1225","3,4093","3,0873","4,20"
"07.05.2017","3,1218","3,1753","3,2077","3,1164","-1,75"
"30.04.2017","3,1774","3,1774","3,1968","3,1413","0,03"
"23.04.2017","3,1766","3,1505","3,2149","3,1181","0,90"
"16.04.2017","3,1482","3,1448","3,1711","3,0878","0,11"
"09.04.2017","3,1448","3,1465","3,1599","3,1145","-0,04"
"02.04.2017","3,1462","3,1231","3,1593","3,0802","0,73"
"26.03.2017","3,1233","3,1077","3,1785","3,1073","0,47"
"19.03.2017","3,1086","3,0928","3,1515","3,0606","0,54"
"12.03.2017","3,0918","3,1387","3,1829","3,0875","-1,52"
"05.03.2017","3,1395","3,1158","3,1996","3,1012","0,76"
"26.02.2017","3,1158","3,1115","3,1633","3,0905","0,15"
"19.02.2017","3,1110","3,1019","3,1195","3,0524","0,20"
"12.02.2017","3,1048","3,1147","3,1286","3,0396","-0,35"
"05.02.2017","3,1157","3,1193","3,1376","3,1058","-0,06"
"29.01.2017","3,1176","3,1391","3,1631","3,1012","-0,74"
"22.01.2017","3,1410","3,1695","3,1954","3,1398","-0,88"
"15.01.2017","3,1690","3,2236","3,2445","3,1689","-1,62"
